images01.jpg,755.00517,563.22991,-21.93068,751.20557,540.33227,2.17954,750.4475,539.67985,2.12023,749.28736,538.84512,2.0084,746.12028,540.01074,-75.95583,741.6698,539.14351,-76.04967,736.98817,538.19723,-76.19164,723.42135,540.45968,124.37611,709.63361,541.66282,-227.74194,745.69459,581.70475,32.99688,738.99496,581.05854,-69.62446,676.68139,636.18023,342.83681,687.05491,630.05795,-392.97693,803.97513,655.65046,512.14123,820.38419,660.07943,-532.6302,923.87452,673.52393,383.76504,953.80664,681.27771,-421.98387,947.55779,677.16473,397.63916,983.6145,694.96392,-490.55571,959.12315,674.41276,333.78611,990.41856,686.27814,-439.38158,949.93676,675.6454,350.57486,982.24205,681.38234,-401.23631,513.59285,873.44926,237.16507,501.66122,889.06521,-237.07931,700.22424,926.51691,428.08441,742.26244,937.20507,-155.1233,588.79662,1065.53566,702.10417,599.32103,1087.57793,150.68101,549.42573,1090.86685,728.20475,554.62755,1116.30734,184.88825,648.53804,1120.17383,742.36399,665.03157,1142.09977,208.12335
images02.jpg,814.05103,510.9362,-71.2208,813.35363,488.22271,-49.6909,812.90782,487.36387,-49.74517,812.1149,486.24741,-49.84748,807.47086,487.63344,-120.8097,802.92409,486.40335,-120.91678,797.67292,484.55669,-121.08032,785.87413,483.34292,66.34045,771.68928,482.79056,-254.71286,801.46908,528.33226,-18.34597,794.82922,527.06383,-111.98746,745.37784,573.97777,277.0473,742.45562,565.27369,-397.12595,872.02709,594.97624,430.44219,882.28305,596.75456,-542.19758,988.07802,610.86582,317.19491,1028.15372,614.85937,-460.86571,1016.9918,617.87653,332.81504,1056.07546,631.06977,-530.37428,1022.91932,619.14033,268.03426,1061.4971,625.40202,-472.14626,1015.53869,617.05155,284.70715,1053.08167,620.22638,-438.48342,574.27291,815.56859,215.29851,571.34212,826.66289,-215.12843,741.05985,896.39196,360.93499,794.69558,897.84779,-173.4782,631.85896,1024.54836,619.40913,648.56846,1044.88272,93.0277,595.5389,1048.00619,643.36859,604.26411,1070.29851,121.2085,688.23905,1087.83306,661.52479,712.64715,1101.61867,147.51576
images03.jpg,686.28745,544.41657,-104.84839,680.49303,523.09977,-81.45787,679.25621,522.41512,-81.54715,677.55268,521.76947,-81.64765,677.13979,523.48969,-150.60269,673.58445,523.18585,-150.647,669.71327,522.97577,-150.76553,651.45995,524.48651,43.85329,643.79771,526.75211,-266.96719,676.81419,561.49719,-49.96106,671.24444,561.99937,-140.36842,618.92889,621.28965,244.44069,610.15001,612.91865,-407.42163,729.87375,651.80421,373.91053,736.48136,650.36617,-539.71649,854.12109,677.44716,247.43557,873.63197,677.09503,-458.85168,890.94517,694.69964,250.97965,907.9882,700.05816,-527.19458,893.56199,691.63977,194.50108,917.34581,693.70759,-480.84704,882.78612,687.69961,217.15039,903.99931,686.14178,-441.26887,487.0458,853.43847,215.76119,478.81798,872.61005,-215.62289,644.73555,936.51117,399.38912,668.81607,947.119,-136.77661,511.36452,1047.67653,667.30167,528.27162,1081.27129,170.87619,463.51981,1063.59875,694.05352,489.52776,1105.35947,205.13925,517.43163,1108.56785,707.08578,584.61383,1134.51627,234.52511
images04.jpg,571.95344,640.70681,-35.69696,567.11134,620.56184,-12.75575,566.23015,619.84562,-12.86084,564.87744,618.97311,-13.00389,562.36278,620.14122,-80.94132,558.59612,619.27196,-80.97381,554.25568,618.20446,-81.06506,534.5927,618.83959,99.7018,527.71522,618.99446,-206.44271,564.46875,657.09572,13.66305,559.23797,657.74336,-75.49512,508.14976,720.18915,294.3758,482.07643,699.93614,-356.93143,626.11695,753.45018,446.94258,613.70825,747.63158,-476.92215,747.40834,785.8785,335.73668,748.842,780.50331,-373.87044,777.54957,801.23785,347.00206,779.22794,802.30743,-428.4288,784.28944,801.89067,292.27274,789.14008,795.86107,-385.77161,774.35405,799.08273,306.55509,779.58106,790.3849,-355.71153,376.63831,956.99551,209.07064,359.95401,966.49294,-208.99111,533.9651,1034.93259,318.07345,552.15614,1044.93895,-186.70606,401.27939,1157.53096,521.09065,419.80018,1191.61747,62.12023,352.79755,1184.14399,540.4419,373.33142,1217.62497,91.59153,422.43891,1241.20177,561.95912,473.97367,1250.33883,134.07059
images05.jpg,618.18507,700.65668,-132.34799,614.94122,681.34411,-108.26529,614.22912,680.72011,-108.39421,613.02168,680.00588,-108.52361,609.86077,680.40652,-179.19198,605.50048,679.00153,-179.20946,600.82075,677.63975,-179.27569,585.00255,679.17739,18.77232,574.68556,677.69375,-301.31875,609.69984,716.71913,-77.49934,603.96382,717.20976,-170.62856,554.53694,764.92457,222.65716,532.49809,756.08698,-446.28605,679.36225,796.3843,355.72617,658.38111,796.08875,-577.85344,791.26229,827.49798,226.76091,792.24419,829.83553,-483.99186,825.6715,842.88859,232.16172,822.653,849.70996,-551.72027,830.57512,841.78088,171.60032,831.38176,842.81381,-512.17817,822.26817,838.25092,194.66313,821.74002,837.07874,-468.98352,438.02571,991.18666,221.58369,421.46609,1009.86385,-221.44218,585.54949,1076.26257,371.19175,604.24882,1099.8469,-204.48135,463.74424,1209.16911,604.6032,469.68976,1252.87334,68.66131,423.62234,1223.88707,626.3907,432.64059,1274.49778,99.46216,529.79741,1255.93662,641.24173,532.96571,1300.43685,114.66819
images06.jpg,901.9865,656.60987,-56.85682,901.01283,635.44799,-38.34739,899.75817,634.34125,-38.4058,897.81701,633.01018,-38.50836,896.2241,635.50499,-108.13261,892.20868,634.77021,-108.20183,887.70453,633.74079,-108.36952,869.19712,632.40739,65.06407,861.12497,634.52052,-250.23473,890.38462,673.92839,-7.99245,885.63446,673.29026,-99.90603,835.5113,725.98451,273.79708,830.44857,713.56505,-387.83935,922.86777,762.33607,455.73914,951.45428,745.99515,-523.92451,1050.06858,783.76228,365.54664,1102.72257,777.16655,-459.43529,1053.49974,834.74374,388.37836,1131.16263,791.99896,-524.25761,1061.45669,825.47286,320.32378,1138.79201,781.18053,-467.47138,1077.78342,787.83544,333.23841,1130.20536,777.71605,-436.68788,696.02723,959.11118,205.51963,703.07144,971.32534,-205.29721,837.50711,1044.18058,360.1895,885.14336,1053.11009,-141.05234,743.92725,1172.8088,622.33485,755.38718,1198.22978,126.2512,694.91253,1209.49328,648.45334,712.03027,1226.18618,155.67067,802.58919,1220.84057,672.96802,821.24358,1236.0389,175.80171
images07.jpg,902.46792,497.26245,-119.39769,900.78375,477.26757,-101.92897,899.34986,476.49633,-102.0007,897.29161,475.46056,-102.10767,896.83954,476.99815,-175.35368,893.07615,476.38814,-175.40102,889.10877,475.71767,-175.5699,867.09991,475.22231,7.91716,864.16344,478.35585,-325.63464,891.59812,514.9663,-67.52396,887.14581,515.64272,-164.63073,830.25845,569.94924,226.8762,831.2177,568.87982,-461.98925,923.92179,612.62905,384.41627,965.35645,613.21669,-599.69611,1061.84153,639.50662,261.6195,1118.0286,645.48176,-522.76049,1089.7141,642.73279,273.44067,1148.76499,660.19403,-593.62156,1101.18874,642.33251,206.87835,1155.81773,649.99583,-541.16338,1095.57065,649.10919,227.90075,1145.7256,646.78908,-502.89294,701.65653,821.74634,225.09437,687.94967,841.23824,-224.95292,841.36701,899.49052,450.3841,846.59379,925.41169,-106.47812,717.55093,1034.05087,755.50031,713.5192,1060.87378,216.87349,667.29786,1060.67153,785.80628,666.60741,1089.59506,249.81042,772.47122,1087.77825,807.99779,782.80417,1109.40727,242.38459
images08.jpg,869.89253,306.77295,-185.09107,864.12974,285.03924,-161.88917,862.85053,284.34051,-162.02864,861.02983,283.57833,-162.16386,859.3407,285.14779,-238.73493,855.34084,284.78388,-238.80247,850.68811,284.57207,-238.97343,831.66154,288.59712,-29.93565,823.40467,290.45509,-377.75271,861.76915,324.98073,-126.14682,856.62592,326.09892,-227.56745,795.8346,387.63714,200.02322,788.37682,392.07617,-516.55192,900.36865,442.18825,370.7943,920.23548,445.78059,-653.4274,1042.84461,478.05065,236.37828,1073.44241,483.94947,-588.0414,1074.18028,492.09891,244.82291,1101.30324,506.76349,-671.20868,1082.42221,494.93924,171.663,1109.3356,495.81567,-624.42839,1074.51831,492.77105,199.52225,1098.5046,490.17405,-571.25719,673.31786,645.21422,227.96063,647.58076,668.89739,-227.64815,815.10237,743.90064,471.99497,807.03015,768.67011,-83.8625,692.69495,875.26262,802.72657,673.8255,910.41887,254.73539,660.1714,894.89922,834.75292,636.95046,936.82283,287.68113,756.01611,923.85925,835.71195,745.78767,956.26348,253.77068
images09.jpg,633.04882,335.00438,-262.65442,630.49207,314.07476,-235.67143,630.91052,313.84017,-235.82642,630.95943,313.44258,-236.05049,621.61897,312.75956,-304.88322,615.72144,311.79873,-304.95539,609.09233,310.85514,-305.05368,606.38129,313.7307,-89.07246,580.94856,314.58537,-401.1929,625.04589,354.86204,-200.03556,615.97473,354.48407,-291.1732,576.43163,404.30604,130.70509,542.28258,421.64624,-515.46234,675.29111,458.58127,368.04678,650.85663,479.31211,-684.81476,780.40805,505.09279,336.33166,794.34742,520.76014,-677.94582,816.49922,515.32225,355.63011,832.36526,541.34816,-750.4311,822.31025,516.11647,293.00356,839.27964,532.11369,-720.44555,813.85815,515.90547,307.75428,829.86553,527.20573,-667.60364,477.48377,663.29701,211.45466,426.80855,691.40848,-211.24704,602.14685,775.27423,368.66718,580.62746,798.4569,-114.19645,511.92366,915.40858,658.04599,484.01465,969.28736,164.61317,476.98386,945.27473,684.33479,452.38491,999.02478,190.45387,581.33034,964.37107,672.46251,559.90807,1009.57832,131.92114
images10.jpg,613.06273,444.73338,-487.93607,604.6311,424.56131,-426.92157,604.87787,424.49517,-427.11418,604.81303,424.37823,-427.43112,593.94548,423.59294,-492.05882,586.92754,422.9494,-492.0693,578.45928,422.56032,-492.03995,573.88057,432.54505,-146.9616,541.97021,435.84292,-433.19905,609.60325,470.12172,-380.62041,596.08466,470.43404,-464.044,587.605,566.56713,140.46893,494.58557,570.44369,-606.55804,734.56727,622.53479,294.94415,665.7208,641.59158,-806.3682,885.47658,653.7913,176.36414,845.5939,662.13515,-753.67068,935.04865,659.544,159.85688,903.40835,676.33971,-835.9668,937.73438,656.00301,100.0811,909.03406,666.40234,-803.77837,917.94425,655.63064,143.23779,888.25479,663.62113,-741.42097,541.08924,892.22245,230.2481,473.66515,920.68168,-230.26676,738.09044,1025.49424,118.37413,652.54385,1112.56308,-290.59667,603.07512,1159.29927,648.85502,490.53817,1257.26127,252.65059,562.14376,1168.29427,701.58631,445.60257,1281.90812,309.37588,634.01604,1226.8995,686.33495,546.47985,1340.55118,244.64202
